Year,Publisher,Games,Sales,Json
2010,Storm City Games,13,1.11,"{'Publisher':'Storm City Games','Games':13,'Sales':1.11},"
2010,System Soft,2,0.02,"{'Publisher':'System Soft','Games':2,'Sales':0.02},"
2010,Taito,2,0.02,"{'Publisher':'Taito','Games':2,'Sales':0.02},"
2010,Takara Tomy,4,0.22,"{'Publisher':'Takara Tomy','Games':4,'Sales':0.22},"
2010,Take-Two Interactive,35,35.84,"{'Publisher':'Take-Two Interactive','Games':35,'Sales':35.84},"
2010,Team17 Software,1,0.05,"{'Publisher':'Team17 Software','Games':1,'Sales':0.05},"
2010,Tecmo Koei,19,2.42,"{'Publisher':'Tecmo Koei','Games':19,'Sales':2.42},"
2010,Telegames,1,0.17,"{'Publisher':'Telegames','Games':1,'Sales':0.17},"
2010,THQ,57,22.11,"{'Publisher':'THQ','Games':57,'Sales':22.11},"
2010,Tomy Corporation,1,0.13,"{'Publisher':'Tomy Corporation','Games':1,'Sales':0.13},"
2010,Tradewest,3,0.11,"{'Publisher':'Tradewest','Games':3,'Sales':0.11},"
2010,Ubisoft,72,42.62,"{'Publisher':'Ubisoft','Games':72,'Sales':42.62},"
2010,Ubisoft Annecy,4,1.13,"{'Publisher':'Ubisoft Annecy','Games':4,'Sales':1.13},"
2010,UFO Interactive,5,0.56,"{'Publisher':'UFO Interactive','Games':5,'Sales':0.56},"
2010,Unknown,18,1.8,"{'Publisher':'Unknown','Games':18,'Sales':1.8},"
2010,Valcon Games,1,0.01,"{'Publisher':'Valcon Games','Games':1,'Sales':0.01},"
2010,Virtual Play Games,2,0.06,"{'Publisher':'Virtual Play Games','Games':2,'Sales':0.06},"
2010,Warner Bros. Interactive Entertainment,33,15.57,"{'Publisher':'Warner Bros. Interactive Entertainment','Games':33,'Sales':15.57},"
2010,XS Games,1,0.24,"{'Publisher':'XS Games','Games':1,'Sales':0.24},"
2010,Yeti,4,0.11,"{'Publisher':'Yeti','Games':4,'Sales':0.11},"
2010,Zoo Games,12,1.1,"{'Publisher':'Zoo Games','Games':12,'Sales':1.1},"
2011,1C Company,2,0.09,"{'Publisher':'1C Company','Games':2,'Sales':0.09},"
2011,505 Games,21,3.3,"{'Publisher':'505 Games','Games':21,'Sales':3.3},"
2011,5pb,8,0.27,"{'Publisher':'5pb','Games':8,'Sales':0.27},"
2011,7G//AMES,3,0.07,"{'Publisher':'7G//AMES','Games':3,'Sales':0.07},"
2011,Ackkstudios,2,0.41,"{'Publisher':'Ackkstudios','Games':2,'Sales':0.41},"
2011,Acquire,4,0.3,"{'Publisher':'Acquire','Games':4,'Sales':0.3},"
2011,Activision,75,51.74,"{'Publisher':'Activision','Games':75,'Sales':51.74},"
2011,Alchemist,7,0.22,"{'Publisher':'Alchemist','Games':7,'Sales':0.22},"
2011,Aqua Plus,3,0.17,"{'Publisher':'Aqua Plus','Games':3,'Sales':0.17},"
2011,ASCII Media Works,1,0.01,"{'Publisher':'ASCII Media Works','Games':1,'Sales':0.01},"
2011,Asgard,1,0.03,"{'Publisher':'Asgard','Games':1,'Sales':0.03},"
2011,Astragon,1,0.04,"{'Publisher':'Astragon','Games':1,'Sales':0.04},"
2011,Asylum Entertainment,1,0.07,"{'Publisher':'Asylum Entertainment','Games':1,'Sales':0.07},"
2011,Atari,5,0.23,"{'Publisher':'Atari','Games':5,'Sales':0.23},"
2011,Atlus,5,0.56,"{'Publisher':'Atlus','Games':5,'Sales':0.56},"
2011,Avanquest,7,0.51,"{'Publisher':'Avanquest','Games':7,'Sales':0.51},"
2011,Banpresto,3,0.62,"{'Publisher':'Banpresto','Games':3,'Sales':0.62},"
2011,Bethesda Softworks,12,25.09,"{'Publisher':'Bethesda Softworks','Games':12,'Sales':25.09},"
2011,Big Ben Interactive,1,0.01,"{'Publisher':'Big Ben Interactive','Games':1,'Sales':0.01},"
2011,bitComposer Games,4,0.38,"{'Publisher':'bitComposer Games','Games':4,'Sales':0.38},"
2011,Black Bean Games,9,0.63,"{'Publisher':'Black Bean Games','Games':9,'Sales':0.63},"
2011,Broccoli,3,0.25,"{'Publisher':'Broccoli','Games':3,'Sales':0.25},"
2011,Capcom,24,7.47,"{'Publisher':'Capcom','Games':24,'Sales':7.47},"
2011,Cave,4,0.1,"{'Publisher':'Cave','Games':4,'Sales':0.1},"
2011,CDV Software Entertainment,1,0.03,"{'Publisher':'CDV Software Entertainment','Games':1,'Sales':0.03},"
2011,ChunSoft,3,0.1,"{'Publisher':'ChunSoft','Games':3,'Sales':0.1},"
2011,City Interactive,4,1.05,"{'Publisher':'City Interactive','Games':4,'Sales':1.05},"
2011,Codemasters,13,5.34,"{'Publisher':'Codemasters','Games':13,'Sales':5.34},"
2011,Comfort,2,0.08,"{'Publisher':'Comfort','Games':2,'Sales':0.08},"
2011,Compile Heart,1,0.09,"{'Publisher':'Compile Heart','Games':1,'Sales':0.09},"
2011,Crave Entertainment,14,1.33,"{'Publisher':'Crave Entertainment','Games':14,'Sales':1.33},"
2011,Crimson Cow,1,0.06,"{'Publisher':'Crimson Cow','Games':1,'Sales':0.06},"
2011,CyberFront,1,0.02,"{'Publisher':'CyberFront','Games':1,'Sales':0.02},"
2011,D3Publisher,18,1.89,"{'Publisher':'D3Publisher','Games':18,'Sales':1.89},"
2011,Deep Silver,13,6.64,"{'Publisher':'Deep Silver','Games':13,'Sales':6.64},"
2011,Destineer,2,0.08,"{'Publisher':'Destineer','Games':2,'Sales':0.08},"
2011,Disney Interactive Studios,20,13.09,"{'Publisher':'Disney Interactive Studios','Games':20,'Sales':13.09},"
2011,DTP Entertainment,13,0.95,"{'Publisher':'DTP Entertainment','Games':13,'Sales':0.95},"
2011,Electronic Arts,76,72.25,"{'Publisher':'Electronic Arts','Games':76,'Sales':72.25},"
2011,Evolved Games,2,0.13,"{'Publisher':'Evolved Games','Games':2,'Sales':0.13},"
2011,Excalibur Publishing,3,0.14,"{'Publisher':'Excalibur Publishing','Games':3,'Sales':0.14},"
2011,Falcom Corporation,1,0.2,"{'Publisher':'Falcom Corporation','Games':1,'Sales':0.2},"
2011,Focus Home Interactive,9,0.62,"{'Publisher':'Focus Home Interactive','Games':9,'Sales':0.62},"
2011,Funbox Media,4,0.86,"{'Publisher':'Funbox Media','Games':4,'Sales':0.86},"
2011,FuRyu,4,0.15,"{'Publisher':'FuRyu','Games':4,'Sales':0.15},"
2011,GameMill Entertainment,5,0.99,"{'Publisher':'GameMill Entertainment','Games':5,'Sales':0.99},"
2011,Ghostlight,2,0.7,"{'Publisher':'Ghostlight','Games':2,'Sales':0.7},"
2011,GSP,4,0.32,"{'Publisher':'GSP','Games':4,'Sales':0.32},"
2011,GungHo,1,0.07,"{'Publisher':'GungHo','Games':1,'Sales':0.07},"
2011,Gust,1,0.02,"{'Publisher':'Gust','Games':1,'Sales':0.02},"
2011,Her Interactive,1,0.03,"{'Publisher':'Her Interactive','Games':1,'Sales':0.03},"
2011,Home Entertainment Suppliers,2,0.39,"{'Publisher':'Home Entertainment Suppliers','Games':2,'Sales':0.39},"
2011,Hudson Soft,3,0.23,"{'Publisher':'Hudson Soft','Games':3,'Sales':0.23},"
2011,Iceberg Interactive,2,0.06,"{'Publisher':'Iceberg Interactive','Games':2,'Sales':0.06},"
2011,Idea Factory,19,0.56,"{'Publisher':'Idea Factory','Games':19,'Sales':0.56},"
2011,Ignition Entertainment,2,0.45,"{'Publisher':'Ignition Entertainment','Games':2,'Sales':0.45},"
2011,Irem Software Engineering,2,0.03,"{'Publisher':'Irem Software Engineering','Games':2,'Sales':0.03},"
2011,iWin,1,0.06,"{'Publisher':'iWin','Games':1,'Sales':0.06},"
2011,Jack of All Games,2,0.04,"{'Publisher':'Jack of All Games','Games':2,'Sales':0.04},"
2011,Kadokawa Shoten,9,0.68,"{'Publisher':'Kadokawa Shoten','Games':9,'Sales':0.68},"
2011,Kalypso Media,7,0.63,"{'Publisher':'Kalypso Media','Games':7,'Sales':0.63},"
2011,Koch Media,2,0.13,"{'Publisher':'Koch Media','Games':2,'Sales':0.13},"
2011,Konami Digital Entertainment,44,10.04,"{'Publisher':'Konami Digital Entertainment','Games':44,'Sales':10.04},"
2011,Level 5,3,0.8,"{'Publisher':'Level 5','Games':3,'Sales':0.8},"
2011,LucasArts,8,7.73,"{'Publisher':'LucasArts','Games':8,'Sales':7.73},"
2011,Majesco Entertainment,6,3.33,"{'Publisher':'Majesco Entertainment','Games':6,'Sales':3.33},"
2011,Marvelous Interactive,6,1,"{'Publisher':'Marvelous Interactive','Games':6,'Sales':1},"
2011,Masque Publishing,1,0.02,"{'Publisher':'Masque Publishing','Games':1,'Sales':0.02},"
2011,Mastertronic,8,1.58,"{'Publisher':'Mastertronic','Games':8,'Sales':1.58},"
2011,Mastiff,6,0.26,"{'Publisher':'Mastiff','Games':6,'Sales':0.26},"
2011,Mentor Interactive,1,0.01,"{'Publisher':'Mentor Interactive','Games':1,'Sales':0.01},"
2011,Microsoft Game Studios,11,21.28,"{'Publisher':'Microsoft Game Studios','Games':11,'Sales':21.28},"
2011,MTV Games,3,0.21,"{'Publisher':'MTV Games','Games':3,'Sales':0.21},"
2011,N/A,3,0.19,"{'Publisher':'N/A','Games':3,'Sales':0.19},"
2011,Namco Bandai Games,76,22.08,"{'Publisher':'Namco Bandai Games','Games':76,'Sales':22.08},"
2011,Nintendo,26,51.53,"{'Publisher':'Nintendo','Games':26,'Sales':51.53},"
2011,Nippon Ichi Software,9,1.79,"{'Publisher':'Nippon Ichi Software','Games':9,'Sales':1.79},"
2011,Nordic Games,4,0.81,"{'Publisher':'Nordic Games','Games':4,'Sales':0.81},"
2011,O-Games,4,0.27,"{'Publisher':'O-Games','Games':4,'Sales':0.27},"
2011,P2 Games,1,0.32,"{'Publisher':'P2 Games','Games':1,'Sales':0.32},"
2011,Paon,1,0.02,"{'Publisher':'Paon','Games':1,'Sales':0.02},"
2011,Paradox Interactive,6,0.18,"{'Publisher':'Paradox Interactive','Games':6,'Sales':0.18},"
2011,Plenty,1,0.02,"{'Publisher':'Plenty','Games':1,'Sales':0.02},"
2011,PopCap Games,3,0.23,"{'Publisher':'PopCap Games','Games':3,'Sales':0.23},"
2011,PQube,10,0.85,"{'Publisher':'PQube','Games':10,'Sales':0.85},"
2011,Prototype,2,0.04,"{'Publisher':'Prototype','Games':2,'Sales':0.04},"
2011,Quinrose,6,0.12,"{'Publisher':'Quinrose','Games':6,'Sales':0.12},"
2011,Rising Star Games,9,1.32,"{'Publisher':'Rising Star Games','Games':9,'Sales':1.32},"
2011,Rocket Company,1,0.07,"{'Publisher':'Rocket Company','Games':1,'Sales':0.07},"
2011,Rondomedia,3,0.24,"{'Publisher':'Rondomedia','Games':3,'Sales':0.24},"
2011,Scholastic Inc.,2,0.44,"{'Publisher':'Scholastic Inc.','Games':2,'Sales':0.44},"
2011,Sega,35,16.79,"{'Publisher':'Sega','Games':35,'Sales':16.79},"
2011,Sony Computer Entertainment,36,27.4,"{'Publisher':'Sony Computer Entertainment','Games':36,'Sales':27.4},"
2011,Sony Online Entertainment,3,0.82,"{'Publisher':'Sony Online Entertainment','Games':3,'Sales':0.82},"
2011,Spike,2,0.19,"{'Publisher':'Spike','Games':2,'Sales':0.19},"
2011,Square Enix,22,12.46,"{'Publisher':'Square Enix','Games':22,'Sales':12.46},"
2011,Starfish,2,0.04,"{'Publisher':'Starfish','Games':2,'Sales':0.04},"
2011,Storm City Games,3,0.09,"{'Publisher':'Storm City Games','Games':3,'Sales':0.09},"
2011,Sunsoft,1,0.09,"{'Publisher':'Sunsoft','Games':1,'Sales':0.09},"
2011,System Soft,1,0.01,"{'Publisher':'System Soft','Games':1,'Sales':0.01},"
2011,Takara Tomy,1,0.02,"{'Publisher':'Takara Tomy','Games':1,'Sales':0.02},"
2011,Take-Two Interactive,31,18.03,"{'Publisher':'Take-Two Interactive','Games':31,'Sales':18.03},"
2011,Takuyo,1,0.01,"{'Publisher':'Takuyo','Games':1,'Sales':0.01},"
2011,Tecmo Koei,17,3.21,"{'Publisher':'Tecmo Koei','Games':17,'Sales':3.21},"
2011,Telltale Games,3,0.19,"{'Publisher':'Telltale Games','Games':3,'Sales':0.19},"
2011,Tetris Online,1,0.43,"{'Publisher':'Tetris Online','Games':1,'Sales':0.43},"
2011,THQ,76,26.76,"{'Publisher':'THQ','Games':76,'Sales':26.76},"
2011,Tommo,1,0.04,"{'Publisher':'Tommo','Games':1,'Sales':0.04},"
2011,TopWare Interactive,1,0.03,"{'Publisher':'TopWare Interactive','Games':1,'Sales':0.03},"
2011,Tripwire Interactive,1,0.14,"{'Publisher':'Tripwire Interactive','Games':1,'Sales':0.14},"
2011,Ubisoft,87,48.03,"{'Publisher':'Ubisoft','Games':87,'Sales':48.03},"
2011,Ubisoft Annecy,3,1.23,"{'Publisher':'Ubisoft Annecy','Games':3,'Sales':1.23},"
2011,UFO Interactive,2,0.04,"{'Publisher':'UFO Interactive','Games':2,'Sales':0.04},"
2011,Unknown,42,4.79,"{'Publisher':'Unknown','Games':42,'Sales':4.79},"
2011,ValuSoft,1,0.01,"{'Publisher':'ValuSoft','Games':1,'Sales':0.01},"
2011,Valve,1,1.74,"{'Publisher':'Valve','Games':1,'Sales':1.74},"
2011,Valve Software,2,2.86,"{'Publisher':'Valve Software','Games':2,'Sales':2.86},"
2011,Visco,1,0.02,"{'Publisher':'Visco','Games':1,'Sales':0.02},"
2011,Wargaming.net,1,0.29,"{'Publisher':'Wargaming.net','Games':1,'Sales':0.29},"
2011,Warner Bros. Interactive Entertainment,19,20.04,"{'Publisher':'Warner Bros. Interactive Entertainment','Games':19,'Sales':20.04},"
2011,Zoo Games,2,0.35,"{'Publisher':'Zoo Games','Games':2,'Sales':0.35},"
2012,505 Games,8,2.34,"{'Publisher':'505 Games','Games':8,'Sales':2.34},"
2012,5pb,8,0.26,"{'Publisher':'5pb','Games':8,'Sales':0.26},"
2012,Ackkstudios,6,0.25,"{'Publisher':'Ackkstudios','Games':6,'Sales':0.25},"
2012,Acquire,2,0.17,"{'Publisher':'Acquire','Games':2,'Sales':0.17},"
2012,Activision,42,53.25,"{'Publisher':'Activision','Games':42,'Sales':53.25},"
2012,Agatsuma Entertainment,1,0.2,"{'Publisher':'Agatsuma Entertainment','Games':1,'Sales':0.2},"
2012,Alchemist,4,0.13,"{'Publisher':'Alchemist','Games':4,'Sales':0.13},"
2012,Aqua Plus,2,0.14,"{'Publisher':'Aqua Plus','Games':2,'Sales':0.14},"
2012,Arc System Works,2,0.03,"{'Publisher':'Arc System Works','Games':2,'Sales':0.03},"
2012,Ascaron Entertainment,1,0.01,"{'Publisher':'Ascaron Entertainment','Games':1,'Sales':0.01},"
2012,Asgard,1,0.01,"{'Publisher':'Asgard','Games':1,'Sales':0.01},"
2012,Atari,1,0.05,"{'Publisher':'Atari','Games':1,'Sales':0.05},"
2012,Atlus,7,3.01,"{'Publisher':'Atlus','Games':7,'Sales':3.01},"
2012,Avanquest Software,6,1.64,"{'Publisher':'Avanquest Software','Games':6,'Sales':1.64},"
2012,Bethesda Softworks,6,4.9,"{'Publisher':'Bethesda Softworks','Games':6,'Sales':4.9},"
2012,Broccoli,2,0.1,"{'Publisher':'Broccoli','Games':2,'Sales':0.1},"
2012,BushiRoad,1,0.03,"{'Publisher':'BushiRoad','Games':1,'Sales':0.03},"
2012,Capcom,24,14.68,"{'Publisher':'Capcom','Games':24,'Sales':14.68},"
2012,Cave,1,0.02,"{'Publisher':'Cave','Games':1,'Sales':0.02},"
2012,ChunSoft,2,0.06,"{'Publisher':'ChunSoft','Games':2,'Sales':0.06},"
2012,Cloud Imperium Games Corporation,2,0.08,"{'Publisher':'Cloud Imperium Games Corporation','Games':2,'Sales':0.08},"
2012,Codemasters,8,2.81,"{'Publisher':'Codemasters','Games':8,'Sales':2.81},"
2012,Comfort,1,0.02,"{'Publisher':'Comfort','Games':1,'Sales':0.02},"
2012,Compile Heart,3,0.23,"{'Publisher':'Compile Heart','Games':3,'Sales':0.23},"
2012,CyberFront,2,0.03,"{'Publisher':'CyberFront','Games':2,'Sales':0.03},"
2012,D3Publisher,9,0.29,"{'Publisher':'D3Publisher','Games':9,'Sales':0.29},"
2012,Daedalic,1,0.15,"{'Publisher':'Daedalic','Games':1,'Sales':0.15},"
2012,Daedalic Entertainment,1,0.03,"{'Publisher':'Daedalic Entertainment','Games':1,'Sales':0.03},"
2012,Deep Silver,4,0.64,"{'Publisher':'Deep Silver','Games':4,'Sales':0.64},"
2012,Disney Interactive Studios,7,2.84,"{'Publisher':'Disney Interactive Studios','Games':7,'Sales':2.84},"
2012,DTP Entertainment,1,0.06,"{'Publisher':'DTP Entertainment','Games':1,'Sales':0.06},"
2012,EA Games,1,0.15,"{'Publisher':'EA Games','Games':1,'Sales':0.15},"
2012,Easy Interactive,2,0.05,"{'Publisher':'Easy Interactive','Games':2,'Sales':0.05},"
2012,Electronic Arts,46,49.9,"{'Publisher':'Electronic Arts','Games':46,'Sales':49.9},"
2012,Excalibur Publishing,1,0.14,"{'Publisher':'Excalibur Publishing','Games':1,'Sales':0.14},"
2012,Falcom Corporation,2,0.11,"{'Publisher':'Falcom Corporation','Games':2,'Sales':0.11},"
2012,Fields,1,0.03,"{'Publisher':'Fields','Games':1,'Sales':0.03},"
2012,Focus Home Interactive,7,1.93,"{'Publisher':'Focus Home Interactive','Games':7,'Sales':1.93},"
2012,Focus Multimedia,2,0.03,"{'Publisher':'Focus Multimedia','Games':2,'Sales':0.03},"
2012,Funbox Media,1,0.04,"{'Publisher':'Funbox Media','Games':1,'Sales':0.04},"
2012,Funcom,1,0.17,"{'Publisher':'Funcom','Games':1,'Sales':0.17},"
2012,FuRyu,4,0.13,"{'Publisher':'FuRyu','Games':4,'Sales':0.13},"
2012,GameMill Entertainment,2,0.21,"{'Publisher':'GameMill Entertainment','Games':2,'Sales':0.21},"
2012,Genki,1,0.05,"{'Publisher':'Genki','Games':1,'Sales':0.05},"
2012,Giza10,1,0.02,"{'Publisher':'Giza10','Games':1,'Sales':0.02},"
2012,GungHo,2,0.43,"{'Publisher':'GungHo','Games':2,'Sales':0.43},"
2012,Gust,2,0.19,"{'Publisher':'Gust','Games':2,'Sales':0.19},"
2012,Iceberg Interactive,1,0.02,"{'Publisher':'Iceberg Interactive','Games':1,'Sales':0.02},"
2012,Idea Factory,19,0.55,"{'Publisher':'Idea Factory','Games':19,'Sales':0.55},"
2012,IE Institute,1,0.02,"{'Publisher':'IE Institute','Games':1,'Sales':0.02},"
2012,Image Epoch,1,0.1,"{'Publisher':'Image Epoch','Games':1,'Sales':0.1},"
2012,"Interworks Unlimited, Inc.",1,0.01,"{'Publisher':'Interworks Unlimited, Inc.','Games':1,'Sales':0.01},"
2012,Irem Software Engineering,1,0.02,"{'Publisher':'Irem Software Engineering','Games':1,'Sales':0.02},"
2012,Kadokawa Games,1,0.02,"{'Publisher':'Kadokawa Games','Games':1,'Sales':0.02},"
2012,Kadokawa Shoten,4,0.22,"{'Publisher':'Kadokawa Shoten','Games':4,'Sales':0.22},"
2012,Kalypso Media,1,0.02,"{'Publisher':'Kalypso Media','Games':1,'Sales':0.02},"
2012,Konami Digital Entertainment,32,7.97,"{'Publisher':'Konami Digital Entertainment','Games':32,'Sales':7.97},"
2012,Level 5,9,1.78,"{'Publisher':'Level 5','Games':9,'Sales':1.78},"
2012,Licensed 4U,3,0.07,"{'Publisher':'Licensed 4U','Games':3,'Sales':0.07},"
2012,Mad Catz,1,0.07,"{'Publisher':'Mad Catz','Games':1,'Sales':0.07},"
2012,Marvelous Entertainment,2,1.05,"{'Publisher':'Marvelous Entertainment','Games':2,'Sales':1.05},"
2012,Mastertronic,1,0.01,"{'Publisher':'Mastertronic','Games':1,'Sales':0.01},"
2012,Maximum Family Games,1,0.03,"{'Publisher':'Maximum Family Games','Games':1,'Sales':0.03},"
2012,Microsoft Game Studios,7,15.33,"{'Publisher':'Microsoft Game Studios','Games':7,'Sales':15.33},"
2012,Minato Station,1,0.02,"{'Publisher':'Minato Station','Games':1,'Sales':0.02},"
2012,N/A,2,0.05,"{'Publisher':'N/A','Games':2,'Sales':0.05},"
2012,Namco Bandai Games,85,15.93,"{'Publisher':'Namco Bandai Games','Games':85,'Sales':15.93},"
2012,NCSoft,1,2.3,"{'Publisher':'NCSoft','Games':1,'Sales':2.3},"
2012,NetRevo,1,0.01,"{'Publisher':'NetRevo','Games':1,'Sales':0.01},"
2012,Nihon Falcom Corporation,2,0.43,"{'Publisher':'Nihon Falcom Corporation','Games':2,'Sales':0.43},"
2012,Nintendo,31,56.47,"{'Publisher':'Nintendo','Games':31,'Sales':56.47},"
2012,Nippon Columbia,1,0.28,"{'Publisher':'Nippon Columbia','Games':1,'Sales':0.28},"
2012,Nippon Ichi Software,5,0.43,"{'Publisher':'Nippon Ichi Software','Games':5,'Sales':0.43},"
2012,Nordic Games,4,0.54,"{'Publisher':'Nordic Games','Games':4,'Sales':0.54},"
2012,Paradox Interactive,1,0.02,"{'Publisher':'Paradox Interactive','Games':1,'Sales':0.02},"
2012,PQube,1,0.08,"{'Publisher':'PQube','Games':1,'Sales':0.08},"
2012,Prototype,2,0.07,"{'Publisher':'Prototype','Games':2,'Sales':0.07},"
2012,Quinrose,4,0.06,"{'Publisher':'Quinrose','Games':4,'Sales':0.06},"
2012,Reef Entertainment,4,0.1,"{'Publisher':'Reef Entertainment','Games':4,'Sales':0.1},"
2012,Rising Star Games,2,0.09,"{'Publisher':'Rising Star Games','Games':2,'Sales':0.09},"
2012,Rocket Company,1,0.13,"{'Publisher':'Rocket Company','Games':1,'Sales':0.13},"
2012,SCS Software,1,0.13,"{'Publisher':'SCS Software','Games':1,'Sales':0.13},"
2012,Sega,25,9.23,"{'Publisher':'Sega','Games':25,'Sales':9.23},"
2012,Sony Computer Entertainment,24,12.85,"{'Publisher':'Sony Computer Entertainment','Games':24,'Sales':12.85},"
2012,Sony Computer Entertainment Europe,1,0.25,"{'Publisher':'Sony Computer Entertainment Europe','Games':1,'Sales':0.25},"
2012,Spike,4,0.41,"{'Publisher':'Spike','Games':4,'Sales':0.41},"
2012,Square Enix,11,10.37,"{'Publisher':'Square Enix','Games':11,'Sales':10.37},"
2012,Starfish,1,0.02,"{'Publisher':'Starfish','Games':1,'Sales':0.02},"
2012,Take-Two Interactive,28,21.58,"{'Publisher':'Take-Two Interactive','Games':28,'Sales':21.58},"
2012,Tecmo Koei,10,2.43,"{'Publisher':'Tecmo Koei','Games':10,'Sales':2.43},"
2012,THQ,8,6.7,"{'Publisher':'THQ','Games':8,'Sales':6.7},"
2012,Trion Worlds,1,0.01,"{'Publisher':'Trion Worlds','Games':1,'Sales':0.01},"
2012,Ubisoft,32,37.31,"{'Publisher':'Ubisoft','Games':32,'Sales':37.31},"
2012,Ubisoft Annecy,4,0.67,"{'Publisher':'Ubisoft Annecy','Games':4,'Sales':0.67},"
2012,UFO Interactive,1,0.01,"{'Publisher':'UFO Interactive','Games':1,'Sales':0.01},"
2012,Unknown,6,0.32,"{'Publisher':'Unknown','Games':6,'Sales':0.32},"
2012,Views,1,0.02,"{'Publisher':'Views','Games':1,'Sales':0.02},"
2012,Warner Bros. Interactive Entertainment,21,14.33,"{'Publisher':'Warner Bros. Interactive Entertainment','Games':21,'Sales':14.33},"
2012,Xseed Games,1,0.55,"{'Publisher':'Xseed Games','Games':1,'Sales':0.55},"
2012,Yeti,1,0.01,"{'Publisher':'Yeti','Games':1,'Sales':0.01},"
2013,505 Games,6,2.31,"{'Publisher':'505 Games','Games':6,'Sales':2.31},"
2013,5pb,5,0.14,"{'Publisher':'5pb','Games':5,'Sales':0.14},"
2013,Activision,38,43.49,"{'Publisher':'Activision','Games':38,'Sales':43.49},"
2013,Aerosoft,1,0.02,"{'Publisher':'Aerosoft','Games':1,'Sales':0.02},"
2013,Agatsuma Entertainment,1,0.03,"{'Publisher':'Agatsuma Entertainment','Games':1,'Sales':0.03},"
2013,Alchemist,4,0.13,"{'Publisher':'Alchemist','Games':4,'Sales':0.13},"
2013,Aqua Plus,2,0.1,"{'Publisher':'Aqua Plus','Games':2,'Sales':0.1},"
2013,Arc System Works,6,0.42,"{'Publisher':'Arc System Works','Games':6,'Sales':0.42},"
2013,Asgard,2,0.05,"{'Publisher':'Asgard','Games':2,'Sales':0.05},"
2013,Atlus,2,0.83,"{'Publisher':'Atlus','Games':2,'Sales':0.83},"
2013,Avanquest Software,1,0.01,"{'Publisher':'Avanquest Software','Games':1,'Sales':0.01},"
2013,Big Ben Interactive,1,0.02,"{'Publisher':'Big Ben Interactive','Games':1,'Sales':0.02},"
2013,Bohemia Interactive,1,0.12,"{'Publisher':'Bohemia Interactive','Games':1,'Sales':0.12},"
2013,Boost On,1,0.01,"{'Publisher':'Boost On','Games':1,'Sales':0.01},"
2013,Broccoli,4,0.26,"{'Publisher':'Broccoli','Games':4,'Sales':0.26},"
2013,Capcom,21,7.63,"{'Publisher':'Capcom','Games':21,'Sales':7.63},"
2013,Cave,1,0.01,"{'Publisher':'Cave','Games':1,'Sales':0.01},"
2013,City Interactive,3,0.65,"{'Publisher':'City Interactive','Games':3,'Sales':0.65},"
2013,Codemasters,5,1.71,"{'Publisher':'Codemasters','Games':5,'Sales':1.71},"
2013,Comfort,1,0.02,"{'Publisher':'Comfort','Games':1,'Sales':0.02},"
2013,Compile Heart,2,0.22,"{'Publisher':'Compile Heart','Games':2,'Sales':0.22},"
2013,CyberFront,1,0.03,"{'Publisher':'CyberFront','Games':1,'Sales':0.03},"
2013,D3Publisher,20,1.29,"{'Publisher':'D3Publisher','Games':20,'Sales':1.29},"
2013,Daedalic Entertainment,2,0.11,"{'Publisher':'Daedalic Entertainment','Games':2,'Sales':0.11},"
2013,Deep Silver,12,6.03,"{'Publisher':'Deep Silver','Games':12,'Sales':6.03},"
2013,Disney Interactive Studios,12,7.09,"{'Publisher':'Disney Interactive Studios','Games':12,'Sales':7.09},"
2013,Electronic Arts,42,52.92,"{'Publisher':'Electronic Arts','Games':42,'Sales':52.92},"
2013,Falcom Corporation,2,0.03,"{'Publisher':'Falcom Corporation','Games':2,'Sales':0.03},"
2013,Focus Home Interactive,3,0.57,"{'Publisher':'Focus Home Interactive','Games':3,'Sales':0.57},"
2013,From Software,1,0.12,"{'Publisher':'From Software','Games':1,'Sales':0.12},"
2013,FuRyu,5,0.22,"{'Publisher':'FuRyu','Games':5,'Sales':0.22},"
2013,GungHo,2,1.66,"{'Publisher':'GungHo','Games':2,'Sales':1.66},"
2013,Gust,1,0.06,"{'Publisher':'Gust','Games':1,'Sales':0.06},"
2013,Headup Games,1,0.03,"{'Publisher':'Headup Games','Games':1,'Sales':0.03},"
2013,Idea Factory,11,0.31,"{'Publisher':'Idea Factory','Games':11,'Sales':0.31},"
2013,Kadokawa Games,3,0.05,"{'Publisher':'Kadokawa Games','Games':3,'Sales':0.05},"
2013,Kadokawa Shoten,4,0.2,"{'Publisher':'Kadokawa Shoten','Games':4,'Sales':0.2},"
2013,Kaga Create,1,0.01,"{'Publisher':'Kaga Create','Games':1,'Sales':0.01},"
2013,Koch Media,1,0.08,"{'Publisher':'Koch Media','Games':1,'Sales':0.08},"
2013,Konami Digital Entertainment,16,5.37,"{'Publisher':'Konami Digital Entertainment','Games':16,'Sales':5.37},"
2013,Level 5,3,0.49,"{'Publisher':'Level 5','Games':3,'Sales':0.49},"
2013,Little Orbit,2,0.05,"{'Publisher':'Little Orbit','Games':2,'Sales':0.05},"
2013,Majesco Entertainment,2,0.5,"{'Publisher':'Majesco Entertainment','Games':2,'Sales':0.5},"
2013,Marvelous Entertainment,3,0.74,"{'Publisher':'Marvelous Entertainment','Games':3,'Sales':0.74},"
2013,Microsoft Game Studios,8,16.39,"{'Publisher':'Microsoft Game Studios','Games':8,'Sales':16.39},"
